"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"HCP","HCP, Inc.","29.9","$13.92B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hcp",
"HDB","HDFC Bank Limited","52.58","$44.14B","2001","Finance","Commercial Banks","http://www.nasdaq.com/symbol/hdb",
"HW","Headwaters Incorporated","17.42","$1.29B","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/hw",
"HNT","Health Net Inc.","62.53","$4.83B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hnt",
"HR","Healthcare Realty Trust Incorporated","28.71","$2.93B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hr",
"HTA","Healthcare Trust of America, Inc.","27.67","$3.61B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hta",
"HLS","HealthSouth Corporation","34.99","$3.2B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hls",
"HLS.WS","HealthSouth Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hls.ws",
"HPY","Heartland Payment Systems, Inc.","93.85","$3.45B","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hpy",
"HL","Hecla Mining Company","2.48","$938.83M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl",
"HL^B","Hecla Mining Company","57.99","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl^b",
"HEI","Heico Corporation","57.56","$3.85B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/hei",
"HEI.A","Heico Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hei.a",
"HLX","Helix Energy Solutions Group, Inc.","3.58","$379.97M","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hlx",
"HP","Helmerich & Payne, Inc.","53.14","$5.74B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hp",
"HLF","Herbalife LTD.","55.15","$5.1B","2004","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/hlf",
"HTGC","Hercules Capital, Inc.","11","$792.8M","2012","n/a","n/a","http://www.nasdaq.com/symbol/htgc",
"HTGX","Hercules Capital, Inc.","25.42","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/htgx",
"HTGY","Hercules Capital, Inc.","25.3501","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/htgy",
"HTGZ","Hercules Capital, Inc.","25.27","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/htgz",
"HRTG","Heritage Insurance Holdings, Inc.","19.83","$600.56M","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hrtg",
"HT","Hersha Hospitality Trust","20.37","$905.61M","1999","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ht",
"HT^B","Hersha Hospitality Trust","25.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^b",
"HT^C","Hersha Hospitality Trust","25.69","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^c",
"HSY","Hershey Company (The)","90.62","$19.65B","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/hsy",
"HTZ","Hertz Global Holdings, Inc","8.27","$3.67B","2006","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/htz",
"HES","Hess Corporation","43.07","$12.32B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hes",
"HES^A","Hess Corporation","54.8956","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hes^a",
"HPE","Hewlett Packard Enterprise Company","13.44","$23.42B","2015","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpe",
"HXL","Hexcel Corporation","41.8","$3.9B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hxl",
"HF","HFF, Inc.","25.09","$949.3M","2007","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/hf",
"HGG","HHGregg, Inc.","1.75","$48.49M","2007","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/hgg",
"HCLP","Hi-Crush Partners LP","3.7","$137.14M","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hclp",
"ONE           ","Higher One Holdings, Inc.","4.12","$197.68M","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/one           ",
"HIW","Highwoods Properties, Inc.","44.4","$4.27B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hiw",
"HIL","Hill International, Inc.","3.43","$176.85M","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/hil",
"HI","Hillenbrand Inc","28.12","$1.77B","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/hi",
"HRC","Hill-Rom Holdings Inc","46.57","$3.04B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hrc",
"HTH","Hilltop Holdings Inc.","16.77","$1.66B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hth",
"HLT","Hilton Worldwide Holdings Inc.","20.7","$20.44B","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hlt",
"HNI","HNI Corporation","33.61","$1.48B","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hni",
"HMLP","Hoegh LNG Partners LP","15.07","$396.52M","2014","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hmlp",
"HEP","Holly Energy Partners, L.P.","28.98","$1.7B","2004","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","32.89","$6.02B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hfc",
"HD","Home Depot, Inc. (The)","126.26","$160.08B","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hd",
"HMC","Honda Motor Company, Ltd.","26.08","$47B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","103.03","$79.26B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hon",
"HMN","Horace Mann Educators Corporation","31.17","$1.27B","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hmn",
"HZN","Horizon Global Corporation","8.99","$163.01M","2015","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hzn",
"HTF","Horizon Technology Finance Corporation","25.43","$296.13M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/htf",
"HRL","Hormel Foods Corporation","42.97","$45.42B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/hrl",
"HOS","Hornbeck Offshore Services","7.56","$271.02M","2004","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hos",
"HPT","Hospitality Properties Trust","24.31","$3.68B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hpt",
"HPT^D","Hospitality Properties Trust","25.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hpt^d",
"HST","Host Hotels & Resorts, Inc.","15.39","$11.58B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hst",
"HLI","Houlihan Lokey, Inc.","24.54","$1.6B","2015","Finance","Investment Managers","http://www.nasdaq.com/symbol/hli",
"HSFC^B","Household Finance Corp","25.13","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hsfc^b",
"HOV","Hovnanian Enterprises Inc","1.59","$232.96M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hov",
"HHC","Howard Hughes Corporation (The)","94.19","$3.74B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hhc",
"HPQ","HP Inc.","10.64","$19.07B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpq",
"HRG","HRG Group, Inc.","11.39","$2.28B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hrg",
"HSBC","HSBC Holdings plc","32.18","$126.69B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsbc",
"HSBC^A","HSBC Holdings plc","25.0699","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hsbc^a",
"HSEA","HSBC Holdings plc","26.38","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsea",
"HSEB","HSBC Holdings plc","25.68","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hseb",
"HUSI^F","HSBC USA, Inc.","19.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/husi^f",
"HUSI^G","HSBC USA, Inc.","21.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/husi^g",
"HUSI^H","HSBC USA, Inc.","25.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/husi^h",
"HNP","Huaneng Power International, Inc.","31.6","$11.39B","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/hnp",
"HUBB","Hubbell Inc","98.86","$5.61B","2015","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/hubb",
"HUBS","HubSpot, Inc.","40.62","$1.39B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hubs",
"HBM","HudBay Minerals Inc","2.8","$658.65M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hbm",
"HBM.WS","HudBay Minerals Inc","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hbm.ws",
"HPP","Hudson Pacific Properties, Inc.","25.85","$2.31B","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/hpp",
"HGT","Hugoton Royalty Trust","1.59","$63.6M","1999","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hgt",
"HUM","Humana Inc.","178.71","$26.5B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hum",
"HII","Huntington Ingalls Industries, Inc.","133.55","$6.25B","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/hii",
"HUN","Huntsman Corporation","10.48","$2.48B","2005","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hun",
"H","Hyatt Hotels Corporation","46.12","$6.26B","2009","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/h",
"HY","Hyster-Yale Materials Handling, Inc.","58.88","$1.19B","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/hy",
"IAG","Iamgold Corporation","2.37","$933.39M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/iag",
"IBN","ICICI Bank Limited","5.31","$15.42B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ibn",
"IDA","IDACORP, Inc.","71.29","$3.59B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ida",
"IEX","IDEX Corporation","75.72","$5.75B","1989","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/iex",
"IDT","IDT Corporation","12.34","$287.85M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/idt",
"IHS","IHS Inc.","104.56","$7.02B","2005","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ihs",
"ITW","Illinois Tool Works Inc.","94.93","$34.53B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itw",
"IMN","Imation Corporation","0.93","$34.5M","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/imn",
"IMAX","Imax Corporation","29.3","$2.03B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/imax",
"IMPV","Imperva, Inc.","44.94","$1.41B","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/impv",
"IMPR","Imprivata, Inc.","11.52","$288.07M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/impr",
"IMS","IMS Health Holdings, Inc.","26.1","$8.6B","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/ims",
"ICD","Independence Contract Drilling, Inc.","3.94","$96.15M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/icd",
"IHC","Independence Holding Company","16.48","$284.5M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/ihc",
"IFN","India Fund, Inc. (The)","19.9","$589.18M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifn",
"IBA","Industrias Bachoco, S.A. de C.V.","48.11","$2.41B","1997","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/iba",
"BLOX","Infoblox Inc.","15.56","$931.22M","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/blox",
"INFY","Infosys Limited","16.89","$38.6B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/infy",
"HIFR","InfraREIT, Inc.","21.53","$937.97M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hifr",
"IND","ING Group, N.V.","25.92","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/ind",
"ING","ING Group, N.V.","11.74","$45.3B","1997","Finance","Life Insurance","http://www.nasdaq.com/symbol/ing",
"INZ","ING Group, N.V.","25.86","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/inz",
"ISF","ING Group, N.V.","25.04","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/isf",
"ISG","ING Group, N.V.","25.06","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/isg",
"ISP","ING Group, N.V.","25.19","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/isp",
"IR","Ingersoll-Rand plc (Ireland)","56.55","$14.52B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ir",
"IM","Ingram Micro Inc.","35.67","$5.34B","1996","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/im",
"INGR","Ingredion Incorporated","101.94","$7.33B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ingr",
"IRC","Inland Real Estate Corporation","10.58","$1.06B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/irc",
"IRC^A","Inland Real Estate Corporation","25.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/irc^a",
"IRC^B","Inland Real Estate Corporation","25.0116","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/irc^b",
"IPHI","Inphi Corporation","25.19","$988.48M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/iphi",
"NSP","Insperity, Inc.","45.83","$974.23M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/nsp",
"IBP","Installed Building Products, Inc.","21.99","$689.75M","2014","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/ibp",
"INST","Instructure, Inc.","13.79","$377.34M","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inst",
"I","Intelsat S.A.","1.69","$181.17M","2013","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/i",
"I^A","Intelsat S.A.","5.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/i^a",
"ICE","Intercontinental Exchange Inc.","239.94","$28.53B","2005","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ice",
"IHG","Intercontinental Hotels Group","37.46","$8.84B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/ihg",
"IFF","Internationa Flavors & Fragrances, Inc.","104.12","$8.36B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iff",
"IBM","International Business Machines Corporation","132.03","$128.08B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ibm",
"IGT","International Game Technology","14.94","$2.58B","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/igt",
"IP","International Paper Company","35.24","$14.61B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ip",
"IOC","InterOil Corporation","26.35","$1.31B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ioc",
"IPG","Interpublic Group of Companies, Inc. (The)","21.36","$8.59B","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/ipg",
"IPL^D","Interstate Power and Light Company","25.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ipl^d",
"INXN","InterXion Holding N.V.","30.93","$2.15B","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inxn",
"IL","IntraLinks Holdings, Inc.","7.56","$440.52M","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/il",
"SNOW","Intrawest Resorts Holdings, Inc.","8.35","$377.58M","2014","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/snow",
"IPI","Intrepid Potash, Inc","2.22","$169.08M","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/ipi",
"XON","Intrexon Corporation","33.76","$3.93B","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/xon",
"IVC","Invacare Corporation","12.03","$391.57M","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ivc",
"INVN","InvenSense, Inc.","7.88","$728.21M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/invn",
"VBF","Invesco Bond Fund","17.69","$201.26M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vbf",
"VCV","Invesco California Value Municipal Income Trust","13.39","$640.8M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcv",
"VTA","Invesco Credit Opportunities Fund","9.93","$735.76M","2007","n/a","n/a","http://www.nasdaq.com/symbol/vta",
"VLT","Invesco High Income Trust II","12.46","$101.16M","1989","n/a","n/a","http://www.nasdaq.com/symbol/vlt",
"IVR","INVESCO MORTGAGE CAPITAL INC","11.28","$1.28B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ivr",
"IVR^B","INVESCO MORTGAGE CAPITAL INC","20.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^b",
"IVR^A","Invesco Mortgage Capital Inc.","19.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^a",
"OIA","Invesco Municipal Income Opportunities Trust","7.51","$356.17M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oia",
"VMO","Invesco Municipal Opportunity Trust","13.65","$919.92M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmo",
"VKQ","Invesco Municipal Trust","13","$719.16M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vkq",
"VPV","Invesco Pennsylvania Value Municipal Income Trust","13.05","$310.98M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vpv",
"IVZ","Invesco Plc","27.1","$11.28B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ivz",
"IQI","Invesco Quality Municipal Income Trust","12.91","$682.73M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iqi",
"VVR","Invesco Senior Income Trust","3.73","$671.53M","1998","n/a","n/a","http://www.nasdaq.com/symbol/vvr",
"VTN","Invesco Trust  for Investment Grade New York Municipal","15.09","$293.64M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtn",
"VGM","Invesco Trust for Investment Grade Municipals","13.65","$740.18M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgm",
"IIM","Invesco Value Municipal Income Trust","17.04","$801.36M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iim",
"ITG","Investment Technology Group, Inc.","18.17","$610.22M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/itg",
"IRET","Investors Real Estate Trust","6.18","$756.59M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iret",
"IRET^","Investors Real Estate Trust","25.8226","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iret^",
"IRET^B","Investors Real Estate Trust","25.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iret^b",
"NVTA","Invitae Corporation","9","$287.33M","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/nvta",
"IO","Ion Geophysical Corporation","3.26","$34.45M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/io",
"IRM","Iron Mountain Incorporated","29.56","$6.24B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/irm",
"IRS","IRSA Inversiones Y Representaciones S.A.","12.92","$747.65M","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/irs",
"ICL","Israel Chemicals Shs","3.87","$4.93B","2014","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/icl",
"STAR          ","iStar Financial Inc.","8.55","$725.08M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/star          ",
"STAR^D","iStar Financial Inc.","21.29","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^d",
"STAR^E","iStar Financial Inc.","20.8096","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^e",
"STAR^F","iStar Financial Inc.","20.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^f",
"STAR^G","iStar Financial Inc.","19.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^g",
"STAR^I","iStar Financial Inc.","20.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^i",
"ITUB","Itau Unibanco Banco Holding SA","6.14","$36.53B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/itub",
"ITC","ITC Holdings Corp.","40.5","$6.21B","2005","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/itc",
"ITT","ITT Corporation","35.45","$3.17B","2011","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/itt",
"ESI","ITT Educational Services, Inc.","2.95","$69.84M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/esi",
"IVH","Ivy High Income Opportunities Fund","11.68","$193.5M","2013","n/a","n/a","http://www.nasdaq.com/symbol/ivh",
"JPM","J P Morgan Chase & Co","57.54","$211.19B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm",
"JPM.WS","J P Morgan Chase & Co","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm.ws",
"JPM^A","J P Morgan Chase & Co","25.12","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm^a",
"JPM^B","J P Morgan Chase & Co","27.31","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^b",
"JPM^D","J P Morgan Chase & Co","25.1199","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^d",
"JPM^E","J P Morgan Chase & Co","26.1801","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^e",
"JPM^F","J P Morgan Chase & Co","25.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^f",
"JPM^G","J P Morgan Chase & Co","25.73","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^g",
"JPM^H","J P Morgan Chase & Co","25.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm^h",
"JAX","J. Alexander&#39;s Holdings, Inc.","10.93","$163.95M","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jax",
"JCP","J.C. Penney Company, Inc. Holding Company","9.59","$2.93B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/jcp",
"JGW","J.G. Wentworth Company (The)","1.21","$30.21M","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jgw",
"SJM","J.M. Smucker Company (The)","127.67","$15.28B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/sjm",
"JBL","Jabil Circuit, Inc.","20.84","$3.97B","1993","Technology","Electrical Products","http://www.nasdaq.com/symbol/jbl",
"JEC","Jacobs Engineering Group Inc.","38.86","$4.76B","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/jec",
"JHX","James Hardie Industries plc.","12.68","$5.65B","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/jhx",
"JNS","Janus Capital Group, Inc","12.93","$2.39B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/jns",
"JOF","Japan Smaller Capitalization Fund Inc","9.03","$255.86M","1990","n/a","n/a","http://www.nasdaq.com/symbol/jof",
"JAH","Jarden Corporation","53.41","$11.77B","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/jah",
"JMI           ","Javelin Mortgage Investment Corp.","5.79","$69.04M","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/jmi           ",
"JCAP","Jernigan Capital, Inc.","14.9","$91.82M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/jcap",
"JKS","JinkoSolar Holding Company Limited","23.55","$734.61M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/jks",
"JMP","JMP Group LLC","5.06","$107.48M","2007","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmp",
"JMPB","JMP Group LLC","22.1501","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmpb",
"JMPC","JMP Group LLC","21.05","n/a","2014","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmpc",
"JBT","John Bean Technologies Corporation","51.49","$1.5B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/jbt",
"BTO","John Hancock Financial Opportunities Fund","23.05","$427.08M","1994","n/a","n/a","http://www.nasdaq.com/symbol/bto",
"HEQ","John Hancock Hedged Equity & Income Fund","13.97","$191.84M","2011","n/a","n/a","http://www.nasdaq.com/symbol/heq",
"JHS","John Hancock Income Securities Trust","13.5","$158.53M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jhs",
"JHI","John Hancock Investors Trust","14.33","$125.4M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jhi",
"HPF","John Hancock Pfd Income Fund II","20.04","$425.28M","2002","n/a","n/a","http://www.nasdaq.com/symbol/hpf",
"HPI","John Hancock Preferred Income Fund","20.84","$541.49M","2002","n/a","n/a","http://www.nasdaq.com/symbol/hpi",
"HPS","John Hancock Preferred Income Fund III","18.36","$578.56M","2003","n/a","n/a","http://www.nasdaq.com/symbol/hps",
"PDT","John Hancock Premium Dividend Fund","14.13","$706.62M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pdt",
"HTD","John Hancock Tax Advantaged Dividend Income Fund","21.79","$822.24M","2004","n/a","n/a","http://www.nasdaq.com/symbol/htd",
"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund","10.49","$103.31M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hty",
"JW.A","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jw.a",
"JW.B","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jw.b",
"JNJ","Johnson & Johnson","105.78","$292.69B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jnj",
"JCI","Johnson Controls, Inc.","37","$23.98B","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/jci",
